Categoria,Famiglia,Id Elemento,Stato
Cartigli,A22_TavolaIniziale,26888,1
Telaio strutturale,CF-CR-Cordolo-01,46741,1
Telaio strutturale,CF-CR-Cordolo-01,48361,1
Telaio strutturale,CF-CR-Cordolo-01,48847,1
Telaio strutturale,CF-CR-Cordolo-01,49120,1
Telaio strutturale,CF-CR-Cordolo-01,49258,1
Telaio strutturale,CF-CR-Cordolo-01,49379,1
Telaio strutturale,CF-CR-Cordolo-01,49508,1
Telaio strutturale,CF-CR-Cordolo-01,49656,1
Telaio strutturale,MF-CR-CordoloPonticello-02,50600,1
Arredi fissi,BR-BR-Terminale-01,67243,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,67244,1
Pilastri,BR-MN-Montante-01,67245,1
Arredi fissi,BR-PA-PannelloPMMA-01,67246,1
Pilastri,BR-MN-Montante-01,67456,1
Arredi fissi,BR-BR-Terminale-01,67659,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,67660,1
Pilastri,BR-MN-Montante-01,67661,1
Arredi fissi,BR-PA-PannelloPMMA-01,67662,1
Arredi fissi,BR-BR-Terminale-01,67832,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,67833,1
Pilastri,BR-MN-Montante-01,67834,1
Arredi fissi,BR-PA-PannelloPMMA-01,67835,1
Arredi fissi,BR-BR-Terminale-01,67984,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,67985,1
Pilastri,BR-MN-Montante-01,67986,1
Arredi fissi,BR-PA-PannelloPMMA-01,67987,1
Arredi fissi,BR-BR-Terminale-02,68365,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68366,1
Pilastri,BR-MN-Montante-01,68367,1
Arredi fissi,BR-PA-PannelloPMMA-01,68368,1
Arredi fissi,BR-BR-Terminale-02,68511,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68512,1
Pilastri,BR-MN-Montante-01,68513,1
Arredi fissi,BR-PA-PannelloPMMA-01,68514,1
Arredi fissi,BR-BR-Terminale-02,68669,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68670,1
Pilastri,BR-MN-Montante-01,68671,1
Arredi fissi,BR-PA-PannelloPMMA-01,68672,1
Arredi fissi,BR-BR-Terminale-02,68680,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68681,1
Pilastri,BR-MN-Montante-01,68682,1
Arredi fissi,BR-PA-PannelloPMMA-01,68683,1
Arredi fissi,BR-BR-Barriera-01,68691,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68692,1
Arredi fissi,BR-PA-PannelloLegno-01,68694,1
Arredi fissi,BR-BR-Barriera-01,68702,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68703,1
Pilastri,BR-MN-Montante-01,68704,1
Arredi fissi,BR-PA-PannelloLegno-01,68705,1
Arredi fissi,BR-BR-Barriera-01,68713,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,68714,1
Pilastri,BR-MN-Montante-01,68715,1
Arredi fissi,BR-PA-PannelloLegno-01,68716,1
Arredi fissi,BR-PA-PannelloLegno-01,80050,1
Arredi fissi,BR-PA-PannelloLegno-01,80179,1
Arredi fissi,BR-PA-PannelloLegno-01,80180,1
Arredi fissi,BR-PA-PannelloLegno-01,80181,1
Arredi fissi,BR-PA-PannelloLegno-01,80182,1
Arredi fissi,BR-PA-PannelloLegno-01,80289,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80290,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80326,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80327,1
Arredi fissi,BR-BR-Barriera-01,80584,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80585,1
Pilastri,BR-MN-Montante-01,80586,1
Arredi fissi,BR-PA-PannelloLegno-01,80587,1
Arredi fissi,BR-PA-PannelloLegno-01,80588,1
Arredi fissi,BR-PA-PannelloLegno-01,80589,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80590,1
Arredi fissi,BR-BR-Barriera-01,80620,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80621,1
Pilastri,BR-MN-Montante-01,80622,1
Arredi fissi,BR-PA-PannelloLegno-01,80623,1
Arredi fissi,BR-PA-PannelloLegno-01,80624,1
Arredi fissi,BR-PA-PannelloLegno-01,80625,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80626,1
Arredi fissi,BR-BR-Barriera-01,80657,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80658,1
Pilastri,BR-MN-Montante-01,80659,1
Arredi fissi,BR-PA-PannelloLegno-01,80660,1
Arredi fissi,BR-PA-PannelloLegno-01,80661,1
Arredi fissi,BR-PA-PannelloLegno-01,80662,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80663,1
Arredi fissi,BR-BR-Barriera-01,80686,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80687,1
Pilastri,BR-MN-Montante-01,80688,1
Arredi fissi,BR-PA-PannelloLegno-01,80689,1
Arredi fissi,BR-PA-PannelloLegno-01,80690,1
Arredi fissi,BR-PA-PannelloLegno-01,80691,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80692,1
Arredi fissi,BR-BR-Barriera-01,80716,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80717,1
Pilastri,BR-MN-Montante-01,80718,1
Arredi fissi,BR-PA-PannelloLegno-01,80719,1
Arredi fissi,BR-PA-PannelloLegno-01,80720,1
Arredi fissi,BR-PA-PannelloLegno-01,80721,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80722,1
Arredi fissi,BR-BR-Barriera-01,80752,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80753,1
Pilastri,BR-MN-Montante-01,80754,1
Arredi fissi,BR-PA-PannelloLegno-01,80755,1
Arredi fissi,BR-PA-PannelloLegno-01,80756,1
Arredi fissi,BR-PA-PannelloLegno-01,80757,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80758,1
Arredi fissi,BR-BR-Barriera-01,80774,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80775,1
Pilastri,BR-MN-Montante-01,80776,1
Arredi fissi,BR-PA-PannelloLegno-01,80777,1
Arredi fissi,BR-PA-PannelloLegno-01,80778,1
Arredi fissi,BR-PA-PannelloLegno-01,80779,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80780,1
Arredi fissi,BR-BR-Barriera-01,80808,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80809,1
Pilastri,BR-MN-Montante-01,80810,1
Arredi fissi,BR-PA-PannelloLegno-01,80811,1
Arredi fissi,BR-PA-PannelloLegno-01,80812,1
Arredi fissi,BR-PA-PannelloLegno-01,80813,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80814,1
Arredi fissi,BR-BR-Barriera-01,80836,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80837,1
Pilastri,BR-MN-Montante-01,80838,1
Arredi fissi,BR-PA-PannelloLegno-01,80839,1
Arredi fissi,BR-PA-PannelloLegno-01,80840,1
Arredi fissi,BR-PA-PannelloLegno-01,80841,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80842,1
Arredi fissi,BR-BR-Barriera-01,80860,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80861,1
Pilastri,BR-MN-Montante-01,80862,1
Arredi fissi,BR-PA-PannelloLegno-01,80863,1
Arredi fissi,BR-PA-PannelloLegno-01,80864,1
Arredi fissi,BR-PA-PannelloLegno-01,80865,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80866,1
Arredi fissi,BR-BR-Barriera-01,80915,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80916,1
Pilastri,BR-MN-Montante-01,80917,1
Arredi fissi,BR-PA-PannelloLegno-01,80918,1
Arredi fissi,BR-PA-PannelloLegno-01,80919,1
Arredi fissi,BR-PA-PannelloLegno-01,80920,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80921,1
Arredi fissi,BR-BR-Barriera-01,80938,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80939,1
Pilastri,BR-MN-Montante-01,80940,1
Arredi fissi,BR-PA-PannelloLegno-01,80941,1
Arredi fissi,BR-PA-PannelloLegno-01,80942,1
Arredi fissi,BR-PA-PannelloLegno-01,80943,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80944,1
Arredi fissi,BR-BR-Barriera-01,80969,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,80970,1
Pilastri,BR-MN-Montante-01,80971,1
Arredi fissi,BR-PA-PannelloLegno-01,80972,1
Arredi fissi,BR-PA-PannelloLegno-01,80973,1
Arredi fissi,BR-PA-PannelloLegno-01,80974,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,80975,1
Arredi fissi,BR-BR-Barriera-01,81061,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81062,1
Arredi fissi,BR-PA-PannelloLegno-01,81063,1
Pilastri,BR-MN-Montante-01,81064,1
Arredi fissi,BR-PA-PannelloLegno-01,81065,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81066,1
Arredi fissi,BR-PA-PannelloLegno-01,81067,1
Arredi fissi,BR-BR-Barriera-01,81248,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81249,1
Arredi fissi,BR-PA-PannelloLegno-01,81250,1
Pilastri,BR-MN-Montante-01,81251,1
Arredi fissi,BR-PA-PannelloLegno-01,81252,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81253,1
Arredi fissi,BR-PA-PannelloLegno-01,81254,1
Arredi fissi,BR-BR-Barriera-01,81277,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81278,1
Arredi fissi,BR-PA-PannelloLegno-01,81279,1
Pilastri,BR-MN-Montante-01,81280,1
Arredi fissi,BR-PA-PannelloLegno-01,81281,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81282,1
Arredi fissi,BR-PA-PannelloLegno-01,81283,1
Arredi fissi,BR-BR-Barriera-01,81314,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81315,1
Arredi fissi,BR-PA-PannelloLegno-01,81316,1
Pilastri,BR-MN-Montante-01,81317,1
Arredi fissi,BR-PA-PannelloLegno-01,81318,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81319,1
Arredi fissi,BR-PA-PannelloLegno-01,81320,1
Arredi fissi,BR-BR-Barriera-01,81386,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81387,1
Arredi fissi,BR-PA-PannelloLegno-01,81388,1
Pilastri,BR-MN-Montante-01,81389,1
Arredi fissi,BR-PA-PannelloLegno-01,81390,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81391,1
Arredi fissi,BR-PA-PannelloLegno-01,81392,1
Arredi fissi,BR-BR-Barriera-01,81416,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81417,1
Arredi fissi,BR-PA-PannelloLegno-01,81418,1
Pilastri,BR-MN-Montante-01,81419,1
Arredi fissi,BR-PA-PannelloLegno-01,81420,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81421,1
Arredi fissi,BR-PA-PannelloLegno-01,81422,1
Arredi fissi,BR-BR-Barriera-01,81458,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81459,1
Arredi fissi,BR-PA-PannelloLegno-01,81460,1
Pilastri,BR-MN-Montante-01,81461,1
Arredi fissi,BR-PA-PannelloLegno-01,81462,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81463,1
Arredi fissi,BR-PA-PannelloLegno-01,81464,1
Arredi fissi,BR-BR-Barriera-01,81641,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81642,1
Arredi fissi,BR-PA-PannelloLegno-01,81643,1
Pilastri,BR-MN-Montante-01,81644,1
Arredi fissi,BR-PA-PannelloLegno-01,81645,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81646,1
Arredi fissi,BR-PA-PannelloLegno-01,81647,1
Arredi fissi,BR-BR-Barriera-01,81831,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81832,1
Arredi fissi,BR-PA-PannelloLegno-01,81833,1
Pilastri,BR-MN-Montante-01,81834,1
Arredi fissi,BR-PA-PannelloLegno-01,81835,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81836,1
Arredi fissi,BR-PA-PannelloLegno-01,81837,1
Arredi fissi,BR-BR-Barriera-01,81846,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81847,1
Arredi fissi,BR-PA-PannelloLegno-01,81848,1
Pilastri,BR-MN-Montante-01,81849,1
Arredi fissi,BR-PA-PannelloLegno-01,81850,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81851,1
Arredi fissi,BR-PA-PannelloLegno-01,81852,1
Arredi fissi,BR-BR-Barriera-01,81861,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81862,1
Arredi fissi,BR-PA-PannelloLegno-01,81863,1
Pilastri,BR-MN-Montante-01,81864,1
Arredi fissi,BR-PA-PannelloLegno-01,81865,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81866,1
Arredi fissi,BR-PA-PannelloLegno-01,81867,1
Arredi fissi,BR-BR-Barriera-01,81876,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81877,1
Arredi fissi,BR-PA-PannelloLegno-01,81878,1
Pilastri,BR-MN-Montante-01,81879,1
Arredi fissi,BR-PA-PannelloLegno-01,81880,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81881,1
Arredi fissi,BR-PA-PannelloLegno-01,81882,1
Arredi fissi,BR-BR-Barriera-01,81891,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81892,1
Arredi fissi,BR-PA-PannelloLegno-01,81893,1
Pilastri,BR-MN-Montante-01,81894,1
Arredi fissi,BR-PA-PannelloLegno-01,81895,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81896,1
Arredi fissi,BR-PA-PannelloLegno-01,81897,1
Arredi fissi,BR-BR-Barriera-01,81908,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81909,1
Arredi fissi,BR-PA-PannelloLegno-01,81910,1
Pilastri,BR-MN-Montante-01,81911,1
Arredi fissi,BR-PA-PannelloLegno-01,81912,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81913,1
Arredi fissi,BR-PA-PannelloLegno-01,81914,1
Arredi fissi,BR-BR-Barriera-01,81925,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81926,1
Arredi fissi,BR-PA-PannelloLegno-01,81927,1
Pilastri,BR-MN-Montante-01,81928,1
Arredi fissi,BR-PA-PannelloLegno-01,81929,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81930,1
Arredi fissi,BR-PA-PannelloLegno-01,81931,1
Arredi fissi,BR-BR-Barriera-01,81940,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81941,1
Arredi fissi,BR-PA-PannelloLegno-01,81942,1
Pilastri,BR-MN-Montante-01,81943,1
Arredi fissi,BR-PA-PannelloLegno-01,81944,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81945,1
Arredi fissi,BR-PA-PannelloLegno-01,81946,1
Arredi fissi,BR-BR-Barriera-01,81959,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81960,1
Arredi fissi,BR-PA-PannelloLegno-01,81961,1
Pilastri,BR-MN-Montante-01,81962,1
Arredi fissi,BR-PA-PannelloLegno-01,81963,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81964,1
Arredi fissi,BR-PA-PannelloLegno-01,81965,1
Arredi fissi,BR-BR-Barriera-01,81974,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,81975,1
Arredi fissi,BR-PA-PannelloLegno-01,81976,1
Pilastri,BR-MN-Montante-01,81977,1
Arredi fissi,BR-PA-PannelloLegno-01,81978,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,81979,1
Arredi fissi,BR-PA-PannelloLegno-01,81980,1
Arredi fissi,BR-BR-Barriera-01,82264,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82265,1
Arredi fissi,BR-PA-PannelloLegno-01,82266,1
Pilastri,BR-MN-Montante-01,82267,1
Arredi fissi,BR-PA-PannelloLegno-01,82268,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82269,1
Arredi fissi,BR-PA-PannelloLegno-01,82270,1
Arredi fissi,BR-BR-Barriera-01,82280,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82281,1
Arredi fissi,BR-PA-PannelloLegno-01,82282,1
Pilastri,BR-MN-Montante-01,82283,1
Arredi fissi,BR-PA-PannelloLegno-01,82284,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82285,1
Arredi fissi,BR-PA-PannelloLegno-01,82286,1
Arredi fissi,BR-BR-Barriera-01,82294,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82295,1
Arredi fissi,BR-PA-PannelloLegno-01,82296,1
Pilastri,BR-MN-Montante-01,82297,1
Arredi fissi,BR-PA-PannelloLegno-01,82298,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82299,1
Arredi fissi,BR-PA-PannelloLegno-01,82300,1
Arredi fissi,BR-BR-Barriera-01,82310,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82311,1
Arredi fissi,BR-PA-PannelloLegno-01,82312,1
Pilastri,BR-MN-Montante-01,82313,1
Arredi fissi,BR-PA-PannelloLegno-01,82314,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82315,1
Arredi fissi,BR-PA-PannelloLegno-01,82316,1
Arredi fissi,BR-BR-Barriera-01,82326,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82327,1
Arredi fissi,BR-PA-PannelloLegno-01,82328,1
Pilastri,BR-MN-Montante-01,82329,1
Arredi fissi,BR-PA-PannelloLegno-01,82330,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82331,1
Arredi fissi,BR-PA-PannelloLegno-01,82332,1
Arredi fissi,BR-BR-Barriera-01,82342,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82343,1
Arredi fissi,BR-PA-PannelloLegno-01,82344,1
Pilastri,BR-MN-Montante-01,82345,1
Arredi fissi,BR-PA-PannelloLegno-01,82346,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82347,1
Arredi fissi,BR-PA-PannelloLegno-01,82348,1
Arredi fissi,BR-BR-Barriera-01,82360,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82361,1
Arredi fissi,BR-PA-PannelloLegno-01,82362,1
Pilastri,BR-MN-Montante-01,82363,1
Arredi fissi,BR-PA-PannelloLegno-01,82364,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82365,1
Arredi fissi,BR-PA-PannelloLegno-01,82366,1
Arredi fissi,BR-BR-Barriera-01,82374,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82375,1
Arredi fissi,BR-PA-PannelloLegno-01,82376,1
Pilastri,BR-MN-Montante-01,82377,1
Arredi fissi,BR-PA-PannelloLegno-01,82378,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82379,1
Arredi fissi,BR-PA-PannelloLegno-01,82380,1
Arredi fissi,BR-BR-Barriera-01,82388,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82389,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82390,1
Pilastri,BR-MN-Montante-01,82391,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82392,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82393,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82394,1
Arredi fissi,BR-BR-Barriera-01,82404,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82405,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82406,1
Pilastri,BR-MN-Montante-01,82407,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82408,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82409,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82410,1
Arredi fissi,BR-BR-Barriera-01,82418,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82419,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82420,1
Pilastri,BR-MN-Montante-01,82421,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82422,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82423,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82424,1
Arredi fissi,BR-BR-Barriera-01,82561,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82562,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82563,1
Pilastri,BR-MN-Montante-01,82564,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82565,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82566,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82567,1
Arredi fissi,BR-BR-Barriera-01,82575,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82576,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82577,1
Pilastri,BR-MN-Montante-01,82578,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82579,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82580,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82581,1
Arredi fissi,BR-BR-Barriera-01,82677,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82678,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82679,1
Pilastri,BR-MN-Montante-01,82680,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82681,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82682,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82683,1
Arredi fissi,BR-BR-Barriera-01,82691,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82692,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82693,1
Pilastri,BR-MN-Montante-01,82694,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82695,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82696,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82697,1
Arredi fissi,BR-BR-Barriera-01,82707,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82708,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82709,1
Pilastri,BR-MN-Montante-01,82710,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82711,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82712,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82713,1
Arredi fissi,BR-BR-Barriera-01,82721,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82722,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82723,1
Pilastri,BR-MN-Montante-01,82724,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82725,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82726,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82727,1
Arredi fissi,BR-BR-Barriera-01,82787,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82788,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82789,1
Pilastri,BR-MN-Montante-01,82790,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82791,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82792,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82793,1
Arredi fissi,BR-BR-Barriera-01,82803,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82804,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82805,1
Pilastri,BR-MN-Montante-01,82806,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82807,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82808,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82809,1
Arredi fissi,BR-BR-Barriera-01,82892,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82893,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82894,1
Pilastri,BR-MN-Montante-01,82895,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82896,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82897,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82898,1
Arredi fissi,BR-BR-Barriera-01,82906,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82907,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82908,1
Pilastri,BR-MN-Montante-01,82909,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82910,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82911,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82912,1
Arredi fissi,BR-BR-Barriera-01,82922,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82923,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82924,1
Pilastri,BR-MN-Montante-01,82925,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82926,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82927,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82928,1
Arredi fissi,BR-BR-Barriera-01,82936,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82937,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82938,1
Pilastri,BR-MN-Montante-01,82939,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82940,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82941,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82942,1
Arredi fissi,BR-BR-Barriera-01,82950,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82951,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82952,1
Pilastri,BR-MN-Montante-01,82953,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82954,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82955,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82956,1
Arredi fissi,BR-BR-Barriera-01,82966,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,82967,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82968,1
Pilastri,BR-MN-Montante-01,82969,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82970,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82971,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,82972,1
Arredi fissi,BR-BR-Barriera-01,83009,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,83010,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83011,1
Pilastri,BR-MN-Montante-01,83012,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83013,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83014,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83015,1
Arredi fissi,BR-BR-Barriera-01,83023,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,83024,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83025,1
Pilastri,BR-MN-Montante-01,83026,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83027,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83028,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83029,1
Arredi fissi,BR-BR-Barriera-01,83037,1
Arredi fissi,BR-PA-PannelloCalcestruzzo-01,83038,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83039,1
Pilastri,BR-MN-Montante-01,83040,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83041,1
Arredi fissi,BR-PA-PannelloPolicarbonato-01,83042,1
